,id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
0,158291,21,BlockedShot,0.9519999694824218,0.500999984741211,0.1415019929409027,Harry Kane,a,647,SetPiece,2017,Head,7127,Newcastle United,Tottenham,0,2,2017-08-13 13:30:00,Christian Eriksen,Cross
1,158294,35,MissedShots,0.8919999694824219,0.59,0.0231037996709346,Harry Kane,a,647,FromCorner,2017,Head,7127,Newcastle United,Tottenham,0,2,2017-08-13 13:30:00,Ben Davies,Cross
2,158298,45,BlockedShot,0.755,0.52,0.0245615001767873,Harry Kane,a,647,OpenPlay,2017,LeftFoot,7127,Newcastle United,Tottenham,0,2,2017-08-13 13:30:00,Jan Vertonghen,TakeOn
3,158300,50,SavedShot,0.9130000305175782,0.500999984741211,0.509289026260376,Harry Kane,a,647,OpenPlay,2017,RightFoot,7127,Newcastle United,Tottenham,0,2,2017-08-13 13:30:00,,None
4,158303,62,BlockedShot,0.8719999694824219,0.6569999694824219,0.0691564008593559,Harry Kane,a,647,OpenPlay,2017,LeftFoot,7127,Newcastle United,Tottenham,0,2,2017-08-13 13:30:00,,None
5,158311,90,ShotOnPost,0.8819999694824219,0.419000015258789,0.4692449867725372,Harry Kane,a,647,OpenPlay,2017,RightFoot,7127,Newcastle United,Tottenham,0,2,2017-08-13 13:30:00,Son Heung-Min,Throughball
6,159058,9,SavedShot,0.7469999694824219,0.4720000076293945,0.0242269001901149,Harry Kane,h,647,OpenPlay,2017,RightFoot,7137,Tottenham,Chelsea,1,2,2017-08-20 16:00:00,Victor Wanyama,TakeOn
7,159064,28,SavedShot,0.965999984741211,0.3470000076293945,0.0592610016465187,Harry Kane,h,647,OpenPlay,2017,RightFoot,7137,Tottenham,Chelsea,1,2,2017-08-20 16:00:00,Eric Dier,Pass
8,159065,29,MissedShots,0.8519999694824218,0.3329999923706054,0.050466600805521,Harry Kane,h,647,OpenPlay,2017,RightFoot,7137,Tottenham,Chelsea,1,2,2017-08-20 16:00:00,Dele Alli,Pass
9,159066,41,ShotOnPost,0.879000015258789,0.6659999847412109,0.0587414987385273,Harry Kane,h,647,OpenPlay,2017,RightFoot,7137,Tottenham,Chelsea,1,2,2017-08-20 16:00:00,Dele Alli,Pass
10,159069,43,BlockedShot,0.889000015258789,0.5929999923706055,0.0207529999315738,Harry Kane,h,647,FromCorner,2017,Head,7137,Tottenham,Chelsea,1,2,2017-08-20 16:00:00,Christian Eriksen,Cross
11,159071,44,SavedShot,0.885,0.5940000152587891,0.0186037998646497,Harry Kane,h,647,FromCorner,2017,Head,7137,Tottenham,Chelsea,1,2,2017-08-20 16:00:00,Christian Eriksen,Cross
12,159074,46,MissedShots,0.924000015258789,0.54,0.0961878970265388,Harry Kane,h,647,FromCorner,2017,Head,7137,Tottenham,Chelsea,1,2,2017-08-20 16:00:00,Ben Davies,Cross
13,159081,76,BlockedShot,0.825,0.5509999847412109,0.0626901015639305,Harry Kane,h,647,OpenPlay,2017,RightFoot,7137,Tottenham,Chelsea,1,2,2017-08-20 16:00:00,Victor Wanyama,LayOff
14,158839,0,BlockedShot,0.8219999694824218,0.629000015258789,0.0462282001972198,Harry Kane,h,647,OpenPlay,2017,RightFoot,7147,Tottenham,Burnley,1,1,2017-08-27 16:00:00,Dele Alli,Pass
15,158846,17,MissedShots,0.9469999694824218,0.43,0.0609357990324497,Harry Kane,h,647,SetPiece,2017,Head,7147,Tottenham,Burnley,1,1,2017-08-27 16:00:00,Ben Davies,Aerial
16,158847,21,BlockedShot,0.909000015258789,0.2739999961853027,0.0402963012456893,Harry Kane,h,647,OpenPlay,2017,RightFoot,7147,Tottenham,Burnley,1,1,2017-08-27 16:00:00,Eric Dier,Pass
17,158851,32,BlockedShot,0.8030000305175782,0.595999984741211,0.0393486991524696,Harry Kane,h,647,OpenPlay,2017,LeftFoot,7147,Tottenham,Burnley,1,1,2017-08-27 16:00:00,Mousa Dembélé,TakeOn
18,158856,37,BlockedShot,0.936999969482422,0.5429999923706055,0.1272609978914261,Harry Kane,h,647,OpenPlay,2017,RightFoot,7147,Tottenham,Burnley,1,1,2017-08-27 16:00:00,Ben Davies,Cross
19,158862,52,MissedShots,0.8730000305175781,0.610999984741211,0.1054959967732429,Harry Kane,h,647,OpenPlay,2017,RightFoot,7147,Tottenham,Burnley,1,1,2017-08-27 16:00:00,Christian Eriksen,Pass
20,158866,72,SavedShot,0.8580000305175781,0.5029999923706054,0.1101289987564086,Harry Kane,h,647,OpenPlay,2017,LeftFoot,7147,Tottenham,Burnley,1,1,2017-08-27 16:00:00,Ben Davies,Pass
21,158868,73,BlockedShot,0.9030000305175782,0.5629999923706055,0.0164093002676963,Harry Kane,h,647,FromCorner,2017,Head,7147,Tottenham,Burnley,1,1,2017-08-27 16:00:00,Christian Eriksen,Aerial
22,158871,75,SavedShot,0.925,0.625,0.3269450068473816,Harry Kane,h,647,OpenPlay,2017,RightFoot,7147,Tottenham,Burnley,1,1,2017-08-27 16:00:00,,TakeOn
23,158875,80,BlockedShot,0.774000015258789,0.7230000305175781,0.0485872998833656,Harry Kane,h,647,DirectFreekick,2017,RightFoot,7147,Tottenham,Burnley,1,1,2017-08-27 16:00:00,,Standard
24,159229,27,Goal,0.7819999694824219,0.155,0.0197334997355937,Harry Kane,a,647,FromCorner,2017,RightFoot,7154,Everton,Tottenham,0,3,2017-09-09 15:00:00,Kieran Trippier,Pass
25,159236,45,Goal,0.916999969482422,0.549000015258789,0.4362539947032928,Harry Kane,a,647,OpenPlay,2017,RightFoot,7154,Everton,Tottenham,0,3,2017-09-09 15:00:00,Ben Davies,Cross
26,159235,46,MissedShots,0.835,0.500999984741211,0.0732398033142089,Harry Kane,a,647,OpenPlay,2017,LeftFoot,7154,Everton,Tottenham,0,3,2017-09-09 15:00:00,,None
27,159238,53,SavedShot,0.95,0.3879999923706054,0.1105080023407936,Harry Kane,a,647,OpenPlay,2017,RightFoot,7154,Everton,Tottenham,0,3,2017-09-09 15:00:00,,None
28,158882,8,SavedShot,0.6919999694824219,0.475,0.0352348983287811,Harry Kane,h,647,DirectFreekick,2017,RightFoot,7166,Tottenham,Swansea,0,0,2017-09-16 17:30:00,,Standard
29,158897,57,ShotOnPost,0.9159999847412108,0.4720000076293945,0.1435710042715072,Harry Kane,h,647,OpenPlay,2017,RightFoot,7166,Tottenham,Swansea,0,0,2017-09-16 17:30:00,Moussa Sissoko,Pass
30,158902,64,SavedShot,0.9669999694824218,0.6430000305175781,0.0134853003546595,Harry Kane,h,647,FromCorner,2017,Head,7166,Tottenham,Swansea,0,0,2017-09-16 17:30:00,Christian Eriksen,Cross
31,158906,80,MissedShots,0.76,0.5879999923706055,0.0252518001943826,Harry Kane,h,647,OpenPlay,2017,RightFoot,7166,Tottenham,Swansea,0,0,2017-09-16 17:30:00,Jan Vertonghen,Pass
32,159943,30,BlockedShot,0.8190000152587891,0.5070000076293946,0.0658371970057487,Harry Kane,a,647,OpenPlay,2017,RightFoot,7169,West Ham,Tottenham,2,3,2017-09-23 12:30:00,Christian Eriksen,Pass
33,159944,33,Goal,0.9490000152587892,0.4540000152587891,0.4963999986648559,Harry Kane,a,647,OpenPlay,2017,Head,7169,West Ham,Tottenham,2,3,2017-09-23 12:30:00,Dele Alli,Cross
34,159946,37,Goal,0.8809999847412109,0.5720000076293945,0.341715008020401,Harry Kane,a,647,OpenPlay,2017,LeftFoot,7169,West Ham,Tottenham,2,3,2017-09-23 12:30:00,,Rebound
35,159947,40,MissedShots,0.8630000305175781,0.7809999847412109,0.0386364012956619,Harry Kane,a,647,OpenPlay,2017,RightFoot,7169,West Ham,Tottenham,2,3,2017-09-23 12:30:00,Christian Eriksen,Pass
36,159948,59,ShotOnPost,0.7680000305175781,0.7980000305175782,0.0345086008310318,Harry Kane,a,647,DirectFreekick,2017,RightFoot,7169,West Ham,Tottenham,2,3,2017-09-23 12:30:00,,Standard
37,159950,62,ShotOnPost,0.9390000152587892,0.6859999847412109,0.0641859024763107,Harry Kane,a,647,OpenPlay,2017,LeftFoot,7169,West Ham,Tottenham,2,3,2017-09-23 12:30:00,,None
38,159957,80,BlockedShot,0.700999984741211,0.499000015258789,0.0383808985352516,Harry Kane,a,647,DirectFreekick,2017,RightFoot,7169,West Ham,Tottenham,2,3,2017-09-23 12:30:00,,Standard
39,160181,0,BlockedShot,0.924000015258789,0.3370000076293945,0.066968098282814,Harry Kane,a,647,OpenPlay,2017,RightFoot,7179,Huddersfield,Tottenham,0,4,2017-09-30 12:30:00,Kieran Trippier,Dispossessed
40,160184,8,Goal,0.879000015258789,0.3570000076293945,0.2777299880981445,Harry Kane,a,647,OpenPlay,2017,RightFoot,7179,Huddersfield,Tottenham,0,4,2017-09-30 12:30:00,Kieran Trippier,HeadPass
41,160187,17,MissedShots,0.749000015258789,0.6630000305175782,0.0241142995655536,Harry Kane,a,647,OpenPlay,2017,RightFoot,7179,Huddersfield,Tottenham,0,4,2017-09-30 12:30:00,Dele Alli,Chipped
