,id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
0,112269,3,Goal,0.885,0.5,0.7611690163612366,Sergio Agüero,h,619,Penalty,2016,RightFoot,467,Manchester City,Sunderland,2,1,2016-08-13 20:30:00,,Standard
1,112271,9,SavedShot,0.8590000152587891,0.3940000152587891,0.0237275008112192,Sergio Agüero,h,619,FromCorner,2016,LeftFoot,467,Manchester City,Sunderland,2,1,2016-08-13 20:30:00,,Aerial
2,112273,19,MissedShots,0.745999984741211,0.6179999923706054,0.0246990993618965,Sergio Agüero,h,619,OpenPlay,2016,RightFoot,467,Manchester City,Sunderland,2,1,2016-08-13 20:30:00,David Silva,TakeOn
3,112280,45,BlockedShot,0.8469999694824218,0.4359999847412109,0.084197998046875,Sergio Agüero,h,619,OpenPlay,2016,RightFoot,467,Manchester City,Sunderland,2,1,2016-08-13 20:30:00,Raheem Sterling,Pass
4,112281,59,MissedShots,0.8830000305175781,0.5529999923706055,0.1128709986805915,Sergio Agüero,h,619,OpenPlay,2016,RightFoot,467,Manchester City,Sunderland,2,1,2016-08-13 20:30:00,,Dispossessed
5,112282,60,BlockedShot,0.895,0.4209999847412109,0.1251430064439773,Sergio Agüero,h,619,OpenPlay,2016,RightFoot,467,Manchester City,Sunderland,2,1,2016-08-13 20:30:00,Kevin De Bruyne,Pass
6,112694,10,BlockedShot,0.8930000305175781,0.2329999923706054,0.0296663995832204,Sergio Agüero,a,619,OpenPlay,2016,RightFoot,472,Stoke,Manchester City,1,4,2016-08-20 15:30:00,Jesús Navas,Pass
7,112700,26,Goal,0.885,0.5,0.7611690163612366,Sergio Agüero,a,619,Penalty,2016,RightFoot,472,Stoke,Manchester City,1,4,2016-08-20 15:30:00,,Standard
8,112701,27,SavedShot,0.905,0.325,0.0885140001773834,Sergio Agüero,a,619,OpenPlay,2016,RightFoot,472,Stoke,Manchester City,1,4,2016-08-20 15:30:00,Jesús Navas,Pass
9,112703,35,Goal,0.8959999847412109,0.4370000076293945,0.0640622973442077,Sergio Agüero,a,619,SetPiece,2016,Head,472,Stoke,Manchester City,1,4,2016-08-20 15:30:00,Kevin De Bruyne,Cross
10,113023,2,MissedShots,0.8090000152587891,0.4559999847412109,0.0550129003822803,Sergio Agüero,h,619,OpenPlay,2016,LeftFoot,490,Manchester City,West Ham,3,1,2016-08-28 19:00:00,,TakeOn
11,113033,21,MissedShots,0.95,0.4870000076293945,0.1384540051221847,Sergio Agüero,h,619,SetPiece,2016,Head,490,Manchester City,West Ham,3,1,2016-08-28 19:00:00,Kevin De Bruyne,Cross
12,113039,53,MissedShots,0.8669999694824219,0.6430000305175781,0.1262139976024627,Sergio Agüero,h,619,OpenPlay,2016,RightFoot,490,Manchester City,West Ham,3,1,2016-08-28 19:00:00,Raheem Sterling,TakeOn
13,113042,65,MissedShots,0.914000015258789,0.675,0.0856342986226081,Sergio Agüero,h,619,OpenPlay,2016,LeftFoot,490,Manchester City,West Ham,3,1,2016-08-28 19:00:00,Kevin De Bruyne,Pass
14,113044,78,BlockedShot,0.855,0.5070000076293946,0.1136749982833862,Sergio Agüero,h,619,OpenPlay,2016,LeftFoot,490,Manchester City,West Ham,3,1,2016-08-28 19:00:00,Fernandinho,Pass
15,113919,8,Goal,0.9519999694824218,0.3420000076293945,0.0828976035118103,Sergio Agüero,a,619,OpenPlay,2016,RightFoot,515,Swansea,Manchester City,1,3,2016-09-24 15:00:00,Bacary Sagna,Pass
16,113924,29,MissedShots,0.8159999847412109,0.6880000305175781,0.0301645994186401,Sergio Agüero,a,619,OpenPlay,2016,RightFoot,515,Swansea,Manchester City,1,3,2016-09-24 15:00:00,David Silva,Pass
